p_bike_types,p_rack_locks,p_spot,p_special_racks,b_state,b_bike_type,p_name,p_uid,trip,p_booked_bikes,p_terminal_type,p_bike_racks,p_place_type,p_bike,p_lng,b_active,b_number,p_address,p_free_racks,b_lock_types,b_boardcomputer,b_electric_lock,city,datetime,p_maintenance,p_bikes,p_free_special_racks,p_lat,b_battery_pack,b_pedelec_battery,p_number
"{""15"": 1}",False,True,0,ok,15,HTW Dresden / Friedrich List Platz 1,5254203,first,0,,0,0,False,13.734766244888,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-05 14:17:00,False,1,0,51.037595829035,,,4323
"{""15"": 1}",False,True,0,ok,15,HTW Dresden / Friedrich List Platz 1,5254203,start,0,,0,0,False,13.734766244888,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-05 16:13:00,False,1,0,51.037595829035,,,4323
"{""15"": 1}",False,True,0,ok,15,Albertplatz,2985,end,0,,0,0,False,13.74731361866,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-05 16:28:00,False,1,0,51.063895958845,,,4302
"{""15"": 1}",False,True,0,ok,15,Albertplatz,2985,last,0,,0,0,False,13.74731361866,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-05 23:59:00,False,1,0,51.063895958845,,,4302
"{""15"": 2, ""undefined"": 3}",False,True,0,ok,15,Alexander-Puschkin-Platz,10299848,first,0,free,0,0,False,13.72983,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-05 00:00:00,False,5,0,51.07035,,,4504
"{""15"": 2, ""undefined"": 3}",False,True,0,ok,15,Alexander-Puschkin-Platz,10299848,last,0,free,0,0,False,13.72983,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-05 23:59:00,False,5,0,51.07035,,,4504
"{""undefined"": 5}",False,True,0,ok,0,DVB Endpunkt Laubegast,264566,first,0,stele,6,0,False,13.838900327682,True,93424,,1,frame_lock,7551002635,True,dresden,2019-05-05 00:00:00,False,5,0,51.022778359957,,,4365
"{""undefined"": 5}",False,True,0,ok,0,DVB Endpunkt Laubegast,264566,last,0,stele,6,0,False,13.838900327682,True,93424,,1,frame_lock,7551002635,True,dresden,2019-05-05 23:59:00,False,5,0,51.022778359957,,,4365
"{""undefined"": 1}",False,True,0,ok,0,Zellescher Weg,264547,first,0,,0,0,False,13.755607008934,True,93101,,0,frame_lock,7551006216,True,dresden,2019-05-05 00:00:00,False,1,0,51.026486545356,,,4347
"{""undefined"": 1}",False,True,0,ok,0,Zellescher Weg,264547,start,0,,0,0,False,13.755607008934,True,93101,,0,frame_lock,7551006216,True,dresden,2019-05-05 09:37:00,False,1,0,51.026486545356,,,4347
"{""undefined"": 1}",False,False,0,ok,0,BIKE 93101,15359866,end,0,,0,12,True,13.760864444444,True,93101,Kreischaer Straße 3,0,frame_lock,7551006216,True,dresden,2019-05-05 09:42:00,False,1,0,51.027933333333,,,0
"{""undefined"": 1}",False,False,0,ok,0,BIKE 93101,15371271,last,0,,0,12,True,13.760928888889,True,93101,Altstrehlen,0,frame_lock,7551006216,True,dresden,2019-05-05 23:59:00,False,1,0,51.027262222222,,,0
"{""undefined"": 1}",False,False,0,ok,0,BIKE 93464,15304329,first,0,,0,12,True,13.73432,True,93464,,0,frame_lock,7551005442,True,dresden,2019-05-05 00:00:00,False,1,0,51.061408888889,,,0
"{""undefined"": 1}",False,False,0,ok,0,BIKE 93464,15304329,start,0,,0,12,True,13.73445,True,93464,Marienbrücke,0,frame_lock,7551005442,True,dresden,2019-05-05 18:34:00,False,1,0,51.061613333333,,,0
"{""undefined"": 1}",False,False,0,ok,0,BIKE 93464,15376761,end,0,,0,12,True,13.748596666667,True,93464,,0,frame_lock,7551005442,True,dresden,2019-05-05 18:44:00,False,1,0,51.058422222222,,,0
"{""undefined"": 1}",False,False,0,ok,0,BIKE 93464,15381496,last,0,,0,12,True,13.747655555556,True,93464,,0,frame_lock,7551005442,True,dresden,2019-05-05 23:59:00,False,1,0,51.058715555556,,,0
"{""71"": 1}",False,False,0,ok,71,BIKE 93870,15347728,first,0,,0,12,True,13.731012222222,True,93870,,0,frame_lock,7551012860,True,dresden,2019-05-05 00:00:00,False,1,0,51.081471111111,,,0
"{""71"": 1}",False,False,0,ok,71,BIKE 93870,15347728,start,0,,0,12,True,13.730813333333,True,93870,Zeithainer Straße,0,frame_lock,7551012860,True,dresden,2019-05-05 12:17:00,False,1,0,51.081346666667,,,0
"{""71"": 1}",False,False,0,ok,71,BIKE 93870,15365035,end,0,,0,12,True,13.737341111111,True,93870,Reichenbachstraße 30,0,frame_lock,7551012860,True,dresden,2019-05-05 12:45:00,False,1,0,51.033186666667,,,0
"{""71"": 1}",False,False,0,ok,71,BIKE 93870,15365035,start,0,,0,12,True,13.737265555556,True,93870,Reichenbachstraße 30,0,frame_lock,7551012860,True,dresden,2019-05-05 14:23:00,False,1,0,51.033266666667,,,0
"{""71"": 1}",False,False,0,ok,71,BIKE 93870,15369303,end,0,,0,12,True,13.726576666667,True,93870,Weißeritzstraße 3,0,frame_lock,7551012860,True,dresden,2019-05-05 14:48:00,False,1,0,51.059293333333,,,0
