p_bike_types,p_rack_locks,p_spot,p_special_racks,b_state,b_bike_type,p_name,p_uid,trip,p_booked_bikes,p_terminal_type,p_bike_racks,p_place_type,p_bike,p_lng,b_active,b_number,p_address,p_free_racks,b_lock_types,b_boardcomputer,b_electric_lock,city,datetime,p_maintenance,p_bikes,p_free_special_racks,p_lat,b_battery_pack,b_pedelec_battery,p_number
"{""15"": 1}",False,False,0,ok,15,BIKE 93698,15626882,first,0,,0,12,True,13.727954444444,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-12 00:00:00,False,1,0,51.080702222222,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93698,15626882,start,0,,0,12,True,13.727846666667,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-12 18:22:00,False,1,0,51.080973333333,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93698,15626882,end,0,,0,12,True,13.727846666667,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-12 18:29:00,False,1,0,51.080973333333,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93698,15626882,start,0,,0,12,True,13.728025555556,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-12 22:54:00,False,1,0,51.080991111111,,,0
"{""15"": 1}",False,True,0,ok,15,Alaunstraße,264576,end,0,,0,0,False,13.751809000969,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-12 23:06:00,False,1,0,51.066946872474,,,4374
"{""15"": 1}",False,True,0,ok,15,Alaunstraße,264576,last,0,,0,0,False,13.751809000969,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-12 23:59:00,False,1,0,51.066946872474,,,4374
"{""71"": 1, ""15"": 2, ""undefined"": 2}",False,True,0,ok,15,Kino im Dach,681987,first,0,,0,0,False,13.800866603851,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-12 00:00:00,False,5,0,51.040908194397,,,4446
"{""71"": 1, ""15"": 2, ""undefined"": 2}",False,True,0,ok,15,Kino im Dach,681987,start,0,,0,0,False,13.800866603851,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-12 00:44:00,False,5,0,51.040908194397,,,4446
"{""71"": 1, ""15"": 4}",False,True,0,ok,15,Kino im Dach,681987,end,0,,0,0,False,13.800866603851,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-12 04:24:00,False,5,0,51.040908194397,,,4446
"{""71"": 1, ""15"": 4}",False,True,0,ok,15,Kino im Dach,681987,start,0,,0,0,False,13.800866603851,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-12 10:26:00,False,5,0,51.040908194397,,,4446
"{""15"": 3, ""undefined"": 2}",False,True,0,ok,15,Kino im Dach,681987,end,0,,0,0,False,13.800866603851,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-12 19:22:00,False,5,0,51.040908194397,,,4446
"{""15"": 4, ""undefined"": 1}",False,True,0,ok,15,Kino im Dach,681987,last,0,,0,0,False,13.800866603851,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-12 23:59:00,False,5,0,51.040908194397,,,4446
"{""71"": 1, ""undefined"": 4}",False,True,0,ok,0,DVB Endpunkt Laubegast,264566,first,0,stele,6,0,False,13.838900327682,True,93424,,1,frame_lock,7551002635,True,dresden,2019-05-12 00:00:00,False,5,0,51.022778359957,,,4365
"{""71"": 1, ""undefined"": 4}",False,True,0,ok,0,DVB Endpunkt Laubegast,264566,start,0,stele,6,0,False,13.838900327682,True,93424,,0,frame_lock,7551002635,True,dresden,2019-05-12 18:22:00,False,5,0,51.022778359957,,,4365
"{""71"": 1, ""undefined"": 4}",False,True,0,ok,0,DVB Endpunkt Laubegast,264566,end,0,stele,6,0,False,13.838900327682,True,93424,,0,frame_lock,7551002635,True,dresden,2019-05-12 18:29:00,False,5,0,51.022778359957,,,4365
"{""71"": 1, ""undefined"": 4}",False,True,0,ok,0,DVB Endpunkt Laubegast,264566,last,0,stele,6,0,False,13.838900327682,True,93424,,0,frame_lock,7551002635,True,dresden,2019-05-12 23:59:00,False,5,0,51.022778359957,,,4365
"{""undefined"": 1}",False,False,0,ok,0,BIKE 93101,15634215,first,0,,0,12,True,13.788574444444,True,93101,,0,frame_lock,7551006216,True,dresden,2019-05-12 00:00:00,False,1,0,51.037066666667,,,0
"{""undefined"": 1}",False,False,0,ok,0,BIKE 93101,15642358,start,0,,0,12,True,13.788696666667,True,93101,,0,frame_lock,7551006216,True,dresden,2019-05-12 16:51:00,False,1,0,51.03676,,,0
"{""71"": 1, ""15"": 2, ""undefined"": 2}",False,True,0,ok,0,Niederwaldplatz,264528,end,0,,0,0,False,13.808505535126,True,93101,,0,frame_lock,7551006216,True,dresden,2019-05-12 17:02:00,False,5,0,51.045377151164,,,4333
"{""71"": 1, ""15"": 1, ""undefined"": 2}",False,True,0,ok,0,Niederwaldplatz,264528,start,0,,0,0,False,13.808505535126,True,93101,,0,frame_lock,7551006216,True,dresden,2019-05-12 18:22:00,False,4,0,51.045377151164,,,4333
"{""71"": 1, ""15"": 1, ""undefined"": 2}",False,True,0,ok,0,Niederwaldplatz,264528,end,0,,0,0,False,13.808505535126,True,93101,,0,frame_lock,7551006216,True,dresden,2019-05-12 18:29:00,False,4,0,51.045377151164,,,4333
"{""71"": 1, ""15"": 1, ""undefined"": 2}",False,True,0,ok,0,Niederwaldplatz,264528,last,0,,0,0,False,13.808505535126,True,93101,,0,frame_lock,7551006216,True,dresden,2019-05-12 23:59:00,False,4,0,51.045377151164,,,4333
"{""71"": 1, ""15"": 2, ""undefined"": 2}",False,True,0,ok,0,Kino im Dach,681987,first,0,,0,0,False,13.800866603851,True,93464,,0,frame_lock,7551005442,True,dresden,2019-05-12 00:00:00,False,5,0,51.040908194397,,,4446
"{""15"": 2, ""undefined"": 3}",False,True,0,ok,0,Kino im Dach,681987,start,0,,0,0,False,13.800866603851,True,93464,,0,frame_lock,7551005442,True,dresden,2019-05-12 18:22:00,False,5,0,51.040908194397,,,4446
"{""15"": 2, ""undefined"": 3}",False,True,0,ok,0,Kino im Dach,681987,end,0,,0,0,False,13.800866603851,True,93464,,0,frame_lock,7551005442,True,dresden,2019-05-12 18:29:00,False,5,0,51.040908194397,,,4446
"{""15"": 4, ""undefined"": 1}",False,True,0,ok,0,Kino im Dach,681987,last,0,,0,0,False,13.800866603851,True,93464,,0,frame_lock,7551005442,True,dresden,2019-05-12 23:59:00,False,5,0,51.040908194397,,,4446
"{""15"": 1}",False,False,0,ok,15,BIKE 93042,15636373,first,0,,0,12,True,13.757841111111,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 00:00:00,False,1,0,51.019422222222,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93042,15636373,start,0,,0,12,True,13.757784444444,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 07:18:00,False,1,0,51.019186666667,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93042,15643578,end,0,,0,12,True,13.733737777778,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 07:31:00,False,1,0,51.041235555556,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93042,15643623,start,0,,0,12,True,13.733951111111,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 09:05:00,False,1,0,51.041302222222,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93042,15645400,end,0,,0,12,True,13.734777777778,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 09:13:00,False,1,0,51.032671111111,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93042,15645400,start,0,,0,12,True,13.734716666667,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 10:15:00,False,1,0,51.032915555556,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93042,15647782,end,0,,0,12,True,13.759702222222,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 10:53:00,False,1,0,51.079893333333,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93042,15647782,start,0,,0,12,True,13.759672222222,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 12:13:00,False,1,0,51.079964444444,,,0
"{""15"": 1}",False,True,0,ok,15,Friedensstraße/Conradstr.,264575,end,0,,0,0,False,13.741257190704,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 12:24:00,False,1,0,51.071740277519,,,4373
"{""15"": 1}",False,True,0,ok,15,Friedensstraße/Conradstr.,264575,start,0,,0,0,False,13.741257190704,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 13:38:00,False,1,0,51.071740277519,,,4373
"{""15"": 1}",False,True,0,ok,15,Schauburg,121771,end,0,,0,0,False,13.750328421593,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 13:42:00,False,1,0,51.071143657107,,,4327
"{""15"": 1}",False,True,0,ok,15,Schauburg,121771,start,0,,0,0,False,13.750328421593,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 14:21:00,False,1,0,51.071143657107,,,4327
"{""15"": 1}",False,True,0,ok,15,Hochschulstr./Reichenbachstraße,4813110,start,0,free,0,0,False,13.73299062252,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 14:48:00,False,1,0,51.033898652818,,,4466
"{""15"": 1}",False,True,0,ok,15,Altmarkt / Seestraße ,43026,end,0,,0,0,False,13.736944198608,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 15:08:00,False,1,0,51.049427508558,,,4413
"{""15"": 1}",False,True,0,ok,15,Altmarkt / Seestraße ,43026,start,0,,0,0,False,13.736944198608,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 15:25:00,False,1,0,51.049427508558,,,4413
"{""15"": 4, ""undefined"": 1}",False,True,0,ok,15,Beherbergungsschiff (Pöppelmann),316914,end,0,,0,0,False,13.732169866562,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 15:35:00,False,5,0,51.064283655155,,,4422
"{""15"": 4}",False,True,0,ok,15,Beherbergungsschiff (Pöppelmann),316914,start,0,,0,0,False,13.732169866562,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 18:22:00,False,4,0,51.064283655155,,,4422
"{""15"": 4}",False,True,0,ok,15,Beherbergungsschiff (Pöppelmann),316914,end,0,,0,0,False,13.732169866562,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 18:29:00,False,4,0,51.064283655155,,,4422
"{""15"": 4}",False,True,0,ok,15,Beherbergungsschiff (Pöppelmann),316914,last,0,,0,0,False,13.732169866562,True,93042,,0,frame_lock,7551004076,True,dresden,2019-05-12 23:59:00,False,4,0,51.064283655155,,,4422
"{""15"": 1, ""undefined"": 2}",False,True,0,ok,15,Panometer,45444,first,0,,0,0,False,13.789338469505,True,93807,,0,frame_lock,7551006339,True,dresden,2019-05-12 00:00:00,False,3,0,51.025740883129,,,4310
"{""15"": 1, ""undefined"": 2}",False,True,0,ok,15,Panometer,45444,start,0,,0,0,False,13.789338469505,True,93807,,0,frame_lock,7551006339,True,dresden,2019-05-12 03:01:00,False,3,0,51.025740883129,,,4310
"{""15"": 1}",False,False,0,ok,15,BIKE 93807,15640372,end,0,,0,12,True,13.782611111111,True,93807,,0,frame_lock,7551006339,True,dresden,2019-05-12 03:07:00,False,1,0,51.030573333333,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93807,15661261,start,0,,0,12,True,13.782802222222,True,93807,,0,frame_lock,7551006339,True,dresden,2019-05-12 18:22:00,False,1,0,51.030208888889,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93807,15661261,end,0,,0,12,True,13.782802222222,True,93807,,0,frame_lock,7551006339,True,dresden,2019-05-12 18:29:00,False,1,0,51.030208888889,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93807,15667553,last,0,,0,12,True,13.782437777778,True,93807,,0,frame_lock,7551006339,True,dresden,2019-05-12 23:59:00,False,1,0,51.030324444444,,,0
"{""15"": 1, ""undefined"": 1}",False,True,0,ok,15,Lukasstr. / Hochschulstr.,4405747,first,0,free,0,0,False,13.7325,True,93049,,0,frame_lock,7551003730,True,dresden,2019-05-12 00:00:00,False,2,0,51.03252,,,4463
