p_bike_types,p_rack_locks,p_spot,p_special_racks,b_state,b_bike_type,p_name,p_uid,trip,p_booked_bikes,p_terminal_type,p_bike_racks,p_place_type,p_bike,p_lng,b_active,b_number,p_address,p_free_racks,b_lock_types,b_boardcomputer,b_electric_lock,city,datetime,p_maintenance,p_bikes,p_free_special_racks,p_lat,b_battery_pack,b_pedelec_battery,p_number
"{""15"": 1}",False,True,0,ok,15,Albertplatz,2985,first,0,,0,0,False,13.74731361866,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-06 00:00:00,False,1,0,51.063895958845,,,4302
"{""15"": 1}",False,True,0,ok,15,Albertplatz,2985,start,0,,0,0,False,13.74731361866,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-06 00:56:00,False,1,0,51.063895958845,,,4302
"{""15"": 1}",False,False,0,ok,15,BIKE 93698,15383182,end,0,,0,12,True,13.734677777778,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-06 01:04:00,False,1,0,51.052511111111,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93698,15383182,start,0,,0,12,True,13.73454,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-06 16:44:00,False,1,0,51.051831111111,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93698,15383182,end,0,,0,12,True,13.73454,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-06 16:51:00,False,1,0,51.051831111111,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93698,15422648,last,0,,0,12,True,13.733781111111,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-06 23:59:00,False,1,0,51.05244,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93772,15379619,first,0,,0,12,True,13.758091111111,True,93772,,0,frame_lock,7551005252,True,dresden,2019-05-06 00:00:00,False,1,0,51.030355555556,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93772,15384484,start,0,,0,12,True,13.758254444444,True,93772,,0,frame_lock,7551005252,True,dresden,2019-05-06 16:44:00,False,1,0,51.030373333333,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93772,15384484,end,0,,0,12,True,13.758254444444,True,93772,,0,frame_lock,7551005252,True,dresden,2019-05-06 16:51:00,False,1,0,51.030373333333,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93772,15421797,last,0,,0,12,True,13.759076666667,True,93772,,0,frame_lock,7551005252,True,dresden,2019-05-06 23:59:00,False,1,0,51.030013333333,,,0
"{""undefined"": 5}",False,True,0,ok,0,DVB Endpunkt Laubegast,264566,first,0,stele,6,0,False,13.838900327682,True,93424,,1,frame_lock,7551002635,True,dresden,2019-05-06 00:00:00,False,5,0,51.022778359957,,,4365
"{""undefined"": 4}",False,True,0,ok,0,DVB Endpunkt Laubegast,264566,start,0,stele,6,0,False,13.838900327682,True,93424,,2,frame_lock,7551002635,True,dresden,2019-05-06 16:44:00,False,4,0,51.022778359957,,,4365
"{""undefined"": 4}",False,True,0,ok,0,DVB Endpunkt Laubegast,264566,end,0,stele,6,0,False,13.838900327682,True,93424,,2,frame_lock,7551002635,True,dresden,2019-05-06 16:51:00,False,4,0,51.022778359957,,,4365
