p_bike_types,p_rack_locks,p_spot,p_special_racks,b_state,b_bike_type,p_name,p_uid,trip,p_booked_bikes,p_terminal_type,p_bike_racks,p_place_type,p_bike,p_lng,b_active,b_number,p_address,p_free_racks,b_lock_types,b_boardcomputer,b_electric_lock,city,datetime,p_maintenance,p_bikes,p_free_special_racks,p_lat,b_battery_pack,b_pedelec_battery,p_number
"{""15"": 1}",False,False,0,ok,15,BIKE 93698,15223707,first,0,,0,12,True,13.780102222222,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-02 00:00:00,False,1,0,51.046288888889,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93698,15278262,last,0,,0,12,True,13.78065,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-02 23:59:00,False,1,0,51.045875555556,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93427,15227420,first,0,,0,12,True,13.759873333333,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-02 00:00:00,False,1,0,51.066235555556,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93427,15227420,start,0,,0,12,True,13.759776666667,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-02 06:48:00,False,1,0,51.066217777778,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93427,15240815,end,0,,0,12,True,13.752197777778,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-02 07:03:00,False,1,0,51.046493333333,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93427,15240815,start,0,,0,12,True,13.751332222222,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-02 08:34:00,False,1,0,51.046817777778,,,0
"{""15"": 1}",False,True,0,ok,15,Nürnberger Ei,264548,end,0,free,0,0,False,13.722910881043,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-02 08:51:00,False,1,0,51.03376708728,,,4348
"{""15"": 1}",False,True,0,ok,15,Nürnberger Ei,264548,start,0,free,0,0,False,13.722910881043,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-02 09:58:00,False,1,0,51.03376708728,,,4348
"{""15"": 1}",False,False,0,ok,15,BIKE 93427,15247937,end,0,,0,12,True,13.728358888889,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-02 10:35:00,False,1,0,51.031715555556,,,0
"{""15"": 2}",False,True,0,ok,15,Chemnitzer Straße,264574,start,0,,0,0,False,13.71099114418,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-02 10:51:00,False,2,0,51.033662509278,,,4372
"{""15"": 3}",False,True,0,ok,15,Chemnitzer Straße,264574,end,0,,0,0,False,13.71099114418,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-02 10:55:00,False,3,0,51.033662509278,,,4372
"{""15"": 3}",False,True,0,ok,15,Chemnitzer Straße,264574,start,0,,0,0,False,13.71099114418,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-02 11:07:00,False,3,0,51.033662509278,,,4372
"{""15"": 3}",False,True,0,ok,15,Chemnitzer Straße,264574,end,0,,0,0,False,13.71099114418,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-02 11:58:00,False,3,0,51.033662509278,,,4372
"{""15"": 2}",False,True,0,ok,15,Chemnitzer Straße,264574,start,0,,0,0,False,13.71099114418,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-02 12:26:00,False,2,0,51.033662509278,,,4372
